condition_type,year,setting,condition_id,condition_name,claims,beneficiaries,payment_amount,denominator_beneficiaries,prevalence
primary_diagnosis_ccs,2009,inpatient,244,Other injuries and conditions due to external causes,34,34,241500.0,,
primary_diagnosis_ccs,2009,inpatient,5,HIV infection,18,18,235000.0,,
primary_diagnosis_ccs,2009,inpatient,121,Other diseases of veins and lymphatics,22,22,224000.0,,
primary_diagnosis_ccs,2009,inpatient,16,Cancer of liver and intrahepatic bile duct,16,16,222000.0,,
primary_diagnosis_ccs,2009,inpatient,93,Conditions associated with dizziness or vertigo,65,65,219390.0,,
primary_diagnosis_ccs,2009,inpatient,204,Other non-traumatic joint disorders,33,33,217220.0,,
primary_diagnosis_ccs,2009,inpatient,48,Thyroid disorders,27,27,207800.0,,
primary_diagnosis_ccs,2009,inpatient,246,Fever of unknown origin,36,36,202000.0,,
primary_diagnosis_ccs,2009,inpatient,7,Viral infection,35,35,197000.0,,
primary_diagnosis_ccs,2009,inpatient,98,Essential hypertension,40,40,194100.0,,
primary_diagnosis_ccs,2009,inpatient,4,Mycoses,18,18,194000.0,,
primary_diagnosis_ccs,2009,inpatient,144,Regional enteritis and ulcerative colitis,28,28,189700.0,,
primary_diagnosis_ccs,2009,inpatient,79,Parkinson`s disease,16,16,187000.0,,
primary_diagnosis_ccs,2009,inpatient,232,Sprains and strains,24,24,187000.0,,
primary_diagnosis_ccs,2009,inpatient,85,Coma; stupor; and brain damage,24,24,181000.0,,
primary_diagnosis_ccs,2009,inpatient,3,Bacterial infection; unspecified site,9,9,181000.0,,
primary_diagnosis_ccs,2009,inpatient,107,Cardiac arrest and ventricular fibrillation,17,17,179000.0,,
primary_diagnosis_ccs,2009,inpatient,18,Cancer of other GI organs; peritoneum,14,14,179000.0,,
primary_diagnosis_ccs,2009,inpatient,13,Cancer of stomach,15,15,177000.0,,
primary_diagnosis_ccs,2009,inpatient,148,Peritonitis and intestinal abscess,21,21,173000.0,,
primary_diagnosis_ccs,2009,inpatient,241,Poisoning by psychotropic agents,29,29,172000.0,,
primary_diagnosis_ccs,2009,inpatient,61,Sickle cell anemia,38,38,169400.0,,
primary_diagnosis_ccs,2009,inpatient,227,Spinal cord injury,7,7,166000.0,,
primary_diagnosis_ccs,2009,inpatient,113,Late effects of cerebrovascular disease,25,25,166000.0,,
primary_diagnosis_ccs,2009,inpatient,210,Systemic lupus erythematosus and connective tissue disorders,11,11,164000.0,,
primary_diagnosis_ccs,2009,inpatient,163,Genitourinary symptoms and ill-defined conditions,35,35,159000.0,,
primary_diagnosis_ccs,2009,inpatient,228,Skull and face fractures,18,18,159000.0,,
primary_diagnosis_ccs,2009,inpatient,27,Cancer of ovary,11,11,158000.0,,
primary_diagnosis_ccs,2009,inpatient,60,Acute posthemorrhagic anemia,26,26,156000.0,,
primary_diagnosis_ccs,2009,inpatient,257,Other aftercare,8,8,151000.0,,
primary_diagnosis_ccs,2009,inpatient,175,Other female genital disorders,22,22,150000.0,,
primary_diagnosis_ccs,2009,inpatient,12,Cancer of esophagus,9,9,148000.0,,
primary_diagnosis_ccs,2009,inpatient,134,Other upper respiratory disease,24,24,146400.0,,
primary_diagnosis_ccs,2009,inpatient,62,Coagulation and hemorrhagic disorders,14,14,146000.0,,
primary_diagnosis_ccs,2009,inpatient,252,Malaise and fatigue,32,32,126000.0,,
primary_diagnosis_ccs,2009,inpatient,80,Multiple sclerosis,13,13,124000.0,,
primary_diagnosis_ccs,2009,inpatient,250,Nausea and vomiting,26,26,122800.0,,
primary_diagnosis_ccs,2009,inpatient,236,Open wounds of extremities,16,16,115060.0,,
primary_diagnosis_ccs,2009,inpatient,123,Influenza,25,25,115000.0,,
primary_diagnosis_ccs,2009,inpatient,6,Hepatitis,14,14,112000.0,,
primary_diagnosis_ccs,2009,inpatient,213,Cardiac and circulatory congenital anomalies,5,5,106000.0,,
primary_diagnosis_ccs,2009,inpatient,54,Gout and other crystal arthropathies,18,18,101000.0,,
primary_diagnosis_ccs,2009,inpatient,225,Joint disorders and dislocations; trauma-related,16,16,99000.0,,
primary_diagnosis_ccs,2009,inpatient,126,Other upper respiratory infections,20,20,97000.0,,
primary_diagnosis_ccs,2009,inpatient,132,Lung disease due to external agents,9,9,94000.0,,
primary_diagnosis_ccs,2009,inpatient,84,Headache; including migraine,24,24,86000.0,,
primary_diagnosis_ccs,2009,inpatient,52,Nutritional deficiencies,16,16,83000.0,,
primary_diagnosis_ccs,2009,inpatient,651,Anxiety disorders,20,20,81200.0,,
primary_diagnosis_ccs,2009,inpatient,76,Meningitis (except that caused by tuberculosis or sexually transmitted disease),6,6,80000.0,,
primary_diagnosis_ccs,2009,inpatient,247,Lymphadenitis,7,7,75000.0,,
primary_diagnosis_ccs,2009,inpatient,46,Benign neoplasm of uterus,11,11,73000.0,,
primary_diagnosis_ccs,2009,inpatient,202,Rheumatoid arthritis and related disease,9,9,71000.0,,
primary_diagnosis_ccs,2009,inpatient,168,Inflammatory diseases of female pelvic organs,7,7,70000.0,,
primary_diagnosis_ccs,2009,inpatient,165,Inflammatory conditions of male genital organs,14,14,63000.0,,
primary_diagnosis_ccs,2009,inpatient,208,Acquired foot deformities,8,8,62000.0,,
primary_diagnosis_ccs,2009,inpatient,104,Other and ill-defined heart disease,8,8,60000.0,,
primary_diagnosis_ccs,2009,inpatient,216,Nervous system congenital anomalies,1,1,57000.0,,
primary_diagnosis_ccs,2009,inpatient,1,Tuberculosis,1,1,57000.0,,
primary_diagnosis_ccs,2009,inpatient,214,Digestive congenital anomalies,2,2,57000.0,,
primary_diagnosis_ccs,2009,inpatient,8,Other infections; including parasitic,8,8,55000.0,,
primary_diagnosis_ccs,2009,inpatient,198,Other inflammatory condition of skin,8,8,54000.0,,
primary_diagnosis_ccs,2009,inpatient,82,Paralysis,5,5,51000.0,,
primary_diagnosis_ccs,2009,inpatient,654,Developmental disorders,5,5,49000.0,,
primary_diagnosis_ccs,2009,inpatient,34,Cancer of other urinary organs,5,5,48000.0,,
primary_diagnosis_ccs,2009,inpatient,78,Other CNS infection and poliomyelitis,2,2,48000.0,,
primary_diagnosis_ccs,2009,inpatient,136,Disorders of teeth and jaw,10,10,47000.0,,
primary_diagnosis_ccs,2009,inpatient,658,Personality disorders,4,4,44000.0,,
primary_diagnosis_ccs,2009,inpatient,156,Nephritis; nephrosis; renal sclerosis,3,3,42000.0,,
primary_diagnosis_ccs,2009,inpatient,137,Diseases of mouth; excluding dental,7,7,42000.0,,
primary_diagnosis_ccs,2009,inpatient,41,Cancer; other and unspecified primary,5,5,42000.0,,
primary_diagnosis_ccs,2009,inpatient,670,Miscellaneous mental health disorders,12,12,41600.0,,
primary_diagnosis_ccs,2009,inpatient,650,Adjustment disorders,8,8,39000.0,,
primary_diagnosis_ccs,2009,inpatient,167,Nonmalignant breast conditions,8,8,39000.0,,
primary_diagnosis_ccs,2009,inpatient,21,Cancer of bone and connective tissue,5,5,39000.0,,
primary_diagnosis_ccs,2009,inpatient,243,Poisoning by nonmedicinal substances,5,5,38000.0,,
primary_diagnosis_ccs,2009,inpatient,171,Menstrual disorders,6,6,38000.0,,
primary_diagnosis_ccs,2009,inpatient,28,Cancer of other female genital organs,5,5,37000.0,,
primary_diagnosis_ccs,2009,inpatient,173,Menopausal disorders,6,6,36000.0,,
primary_diagnosis_ccs,2009,inpatient,37,Hodgkin`s disease,2,2,36000.0,,
primary_diagnosis_ccs,2009,inpatient,49,Diabetes mellitus without complication,8,8,36000.0,,
primary_diagnosis_ccs,2009,inpatient,56,Cystic fibrosis,3,3,35000.0,,
primary_diagnosis_ccs,2009,inpatient,36,Cancer of thyroid,6,6,35000.0,,
primary_diagnosis_ccs,2009,inpatient,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),2,2,35000.0,,
primary_diagnosis_ccs,2009,inpatient,26,Cancer of cervix,5,5,34000.0,,
primary_diagnosis_ccs,2009,inpatient,656,"Impulse control disorders, NEC",3,3,33000.0,,
primary_diagnosis_ccs,2009,inpatient,172,Ovarian cyst,6,6,32000.0,,
primary_diagnosis_ccs,2009,inpatient,91,Other eye disorders,4,4,31000.0,,
primary_diagnosis_ccs,2009,inpatient,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),7,7,30000.0,,
primary_diagnosis_ccs,2009,inpatient,22,Melanomas of skin,4,4,30000.0,,
primary_diagnosis_ccs,2009,inpatient,87,Retinal detachments; defects; vascular occlusion; and retinopathy,2,2,29000.0,,
primary_diagnosis_ccs,2009,inpatient,215,Genitourinary congenital anomalies,3,3,28000.0,,
primary_diagnosis_ccs,2009,inpatient,20,Cancer; other respiratory and intrathoracic,3,3,27000.0,,
primary_diagnosis_ccs,2009,inpatient,235,Open wounds of head; neck; and trunk,8,8,27000.0,,
primary_diagnosis_ccs,2009,inpatient,166,Other male genital disorders,4,4,25000.0,,
primary_diagnosis_ccs,2009,inpatient,253,Allergic reactions,8,8,25000.0,,
primary_diagnosis_ccs,2009,inpatient,43,Malignant neoplasm without specification of site,4,4,24000.0,,
primary_diagnosis_ccs,2009,inpatient,23,Other non-epithelial cancer of skin,4,4,24000.0,,
primary_diagnosis_ccs,2009,inpatient,200,Other skin disorders,4,4,22000.0,,
primary_diagnosis_ccs,2009,inpatient,663,Screening and history of mental health and substance abuse codes,3,3,20000.0,,
primary_diagnosis_ccs,2009,inpatient,195,Other complications of birth; puerperium affecting management of mother,5,5,19000.0,,
primary_diagnosis_ccs,2009,inpatient,94,Other ear and sense organ disorders,3,3,19000.0,,
primary_diagnosis_ccs,2009,inpatient,181,Other complications of pregnancy,5,5,18200.0,,
primary_diagnosis_ccs,2009,inpatient,249,Shock,2,2,18000.0,,
primary_diagnosis_ccs,2009,inpatient,124,Acute and chronic tonsillitis,3,3,17000.0,,
primary_diagnosis_ccs,2009,inpatient,169,Endometriosis,3,3,17000.0,,
primary_diagnosis_ccs,2009,inpatient,184,Early or threatened labor,2,2,16000.0,,
primary_diagnosis_ccs,2009,inpatient,119,Varicose veins of lower extremity,2,2,15000.0,,
primary_diagnosis_ccs,2009,inpatient,57,Immunity disorders,1,1,15000.0,,
primary_diagnosis_ccs,2009,inpatient,652,"Attention-deficit, conduct, and disruptive behavior disorders",3,3,12000.0,,
primary_diagnosis_ccs,2009,inpatient,10,Immunizations and screening for infectious disease,1,1,11000.0,,
primary_diagnosis_ccs,2009,inpatient,64,Other hematologic conditions,2,2,10000.0,,
primary_diagnosis_ccs,2009,inpatient,9,Sexually transmitted infections (not HIV or hepatitis),1,1,9000.0,,
primary_diagnosis_ccs,2009,inpatient,89,Blindness and vision defects,2,2,8000.0,,
primary_diagnosis_ccs,2009,inpatient,189,Previous C-section,2,2,7000.0,,
primary_diagnosis_ccs,2009,inpatient,258,Other screening for suspected conditions (not mental disorders or infectious disease),1,1,5000.0,,
primary_diagnosis_ccs,2009,inpatient,655,"Disorders usually diagnosed in infancy, childhood, or adolescence",1,1,5000.0,,
primary_diagnosis_ccs,2009,inpatient,190,Fetal distress and abnormal forces of labor,1,1,5000.0,,
primary_diagnosis_ccs,2009,inpatient,92,Otitis media and related conditions,1,1,4000.0,,
primary_diagnosis_ccs,2009,inpatient,180,Ectopic pregnancy,1,1,4000.0,,
primary_diagnosis_ccs,2009,inpatient,86,Cataract,1,1,3000.0,,
primary_diagnosis_ccs,2009,inpatient,187,Malposition; malpresentation,1,1,3000.0,,
primary_diagnosis_ccs,2009,inpatient,177,Spontaneous abortion,1,1,3000.0,,
primary_diagnosis_ccs,2009,inpatient,192,Umbilical cord complication,1,1,2000.0,,
primary_diagnosis_ccs,2009,inpatient,191,Polyhydramnios and other problems of amniotic cavity,2,2,2000.0,,
primary_diagnosis_ccs,2009,outpatient,158,Chronic kidney disease,10022,3807,19661930.0,,
primary_diagnosis_ccs,2009,outpatient,45,Maintenance chemotherapy; radiotherapy,2105,1862,2998480.0,,
primary_diagnosis_ccs,2009,outpatient,205,Spondylosis; intervertebral disc disorders; other back problems,11465,9985,2758490.0,,
primary_diagnosis_ccs,2009,outpatient,101,Coronary atherosclerosis and other heart disease,4906,4577,2417540.0,,
primary_diagnosis_ccs,2009,outpatient,102,Nonspecific chest pain,3997,3791,2339320.0,,
primary_diagnosis_ccs,2009,outpatient,211,Other connective tissue disease,7200,6682,2113450.0,,
primary_diagnosis_ccs,2009,outpatient,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,5485,5130,1661290.0,,
primary_diagnosis_ccs,2009,outpatient,86,Cataract,2056,1978,1632830.0,,
primary_diagnosis_ccs,2009,outpatient,237,Complication of device; implant or graft,1347,1215,1555600.0,,
primary_diagnosis_ccs,2009,outpatient,95,Other nervous system disorders,4073,3839,1547500.0,,
primary_diagnosis_ccs,2009,outpatient,204,Other non-traumatic joint disorders,7203,6691,1528960.0,,
primary_diagnosis_ccs,2009,outpatient,133,Other lower respiratory disease,7266,6757,1453010.0,,
primary_diagnosis_ccs,2009,outpatient,59,Deficiency and other anemia,7567,6577,1388790.0,,
primary_diagnosis_ccs,2009,outpatient,251,Abdominal pain,4654,4426,1385310.0,,
primary_diagnosis_ccs,2009,outpatient,106,Cardiac dysrhythmias,11840,8272,1327190.0,,
primary_diagnosis_ccs,2009,outpatient,98,Essential hypertension,15383,13097,1260630.0,,
primary_diagnosis_ccs,2009,outpatient,259,Residual codes; unclassified,5948,5628,1185850.0,,
primary_diagnosis_ccs,2009,outpatient,258,Other screening for suspected conditions (not mental disorders or infectious disease),11971,10547,1184170.0,,
primary_diagnosis_ccs,2009,outpatient,24,Cancer of breast,2966,2488,1146340.0,,
primary_diagnosis_ccs,2009,outpatient,657,Mood disorders,3493,2901,989340.0,,
primary_diagnosis_ccs,2009,outpatient,257,Other aftercare,15435,12140,978620.0,,
primary_diagnosis_ccs,2009,outpatient,155,Other gastrointestinal disorders,3988,3810,950530.0,,
primary_diagnosis_ccs,2009,outpatient,114,Peripheral and visceral atherosclerosis,1490,1442,844880.0,,
primary_diagnosis_ccs,2009,outpatient,143,Abdominal hernia,885,867,831950.0,,
primary_diagnosis_ccs,2009,outpatient,49,Diabetes mellitus without complication,10681,8987,825650.0,,
primary_diagnosis_ccs,2009,outpatient,47,Other and unspecified benign neoplasm,1885,1842,804300.0,,
primary_diagnosis_ccs,2009,outpatient,19,Cancer of bronchus; lung,1784,1523,782000.0,,
primary_diagnosis_ccs,2009,outpatient,149,Biliary tract disease,721,711,761320.0,,
primary_diagnosis_ccs,2009,outpatient,127,Chronic obstructive pulmonary disease and bronchiectasis,4127,3778,750920.0,,
primary_diagnosis_ccs,2009,outpatient,203,Osteoarthritis,3340,3187,740980.0,,
primary_diagnosis_ccs,2009,outpatient,29,Cancer of prostate,2397,2031,736070.0,,
primary_diagnosis_ccs,2009,outpatient,105,Conduction disorders,1076,1042,685970.0,,
primary_diagnosis_ccs,2009,outpatient,159,Urinary tract infections,5615,5246,674960.0,,
primary_diagnosis_ccs,2009,outpatient,160,Calculus of urinary tract,1000,978,618490.0,,
primary_diagnosis_ccs,2009,outpatient,108,Congestive heart failure; nonhypertensive,3158,2887,596350.0,,
primary_diagnosis_ccs,2009,outpatient,50,Diabetes mellitus with complications,3645,3375,585370.0,,
primary_diagnosis_ccs,2009,outpatient,53,Disorders of lipid metabolism,9200,8305,576260.0,,
primary_diagnosis_ccs,2009,outpatient,232,Sprains and strains,1910,1860,574470.0,,
primary_diagnosis_ccs,2009,outpatient,163,Genitourinary symptoms and ill-defined conditions,4093,3939,572890.0,,
primary_diagnosis_ccs,2009,outpatient,245,Syncope,1150,1135,546380.0,,
primary_diagnosis_ccs,2009,outpatient,239,Superficial injury; contusion,2327,2260,546060.0,,
primary_diagnosis_ccs,2009,outpatient,38,Non-Hodgkin`s lymphoma,960,902,539660.0,,
primary_diagnosis_ccs,2009,outpatient,659,Schizophrenia and other psychotic disorders,2002,1698,536790.0,,
primary_diagnosis_ccs,2009,outpatient,653,"Delirium, dementia, and amnestic and other cognitive disorders",1860,1677,509650.0,,
primary_diagnosis_ccs,2009,outpatient,93,Conditions associated with dizziness or vertigo,1654,1619,457880.0,,
primary_diagnosis_ccs,2009,outpatient,244,Other injuries and conditions due to external causes,1514,1475,456580.0,,
primary_diagnosis_ccs,2009,outpatient,138,Esophageal disorders,1539,1510,451820.0,,
primary_diagnosis_ccs,2009,outpatient,225,Joint disorders and dislocations; trauma-related,633,625,442670.0,,
primary_diagnosis_ccs,2009,outpatient,252,Malaise and fatigue,2583,2512,441650.0,,
primary_diagnosis_ccs,2009,outpatient,202,Rheumatoid arthritis and related disease,1230,1154,440370.0,,
primary_diagnosis_ccs,2009,outpatient,229,Fracture of upper limb,984,964,438900.0,,
primary_diagnosis_ccs,2009,outpatient,44,Neoplasms of unspecified nature or uncertain behavior,1567,1470,435130.0,,
primary_diagnosis_ccs,2009,outpatient,117,Other circulatory disease,1402,1381,425730.0,,
primary_diagnosis_ccs,2009,outpatient,167,Nonmalignant breast conditions,2416,2352,424200.0,,
primary_diagnosis_ccs,2009,outpatient,256,Medical examination/evaluation,4808,4588,417790.0,,
primary_diagnosis_ccs,2009,outpatient,109,Acute cerebrovascular disease,1180,1098,409650.0,,
primary_diagnosis_ccs,2009,outpatient,199,Chronic ulcer of skin,1916,1803,393490.0,,
primary_diagnosis_ccs,2009,outpatient,84,Headache; including migraine,1620,1562,371200.0,,
primary_diagnosis_ccs,2009,outpatient,48,Thyroid disorders,4105,3919,369810.0,,
primary_diagnosis_ccs,2009,outpatient,113,Late effects of cerebrovascular disease,667,639,357490.0,,
primary_diagnosis_ccs,2009,outpatient,96,Heart valve disorders,1339,1278,348000.0,,
primary_diagnosis_ccs,2009,outpatient,99,Hypertension with complications and secondary hypertension,1163,1126,345300.0,,
primary_diagnosis_ccs,2009,outpatient,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1384,1347,339850.0,,
primary_diagnosis_ccs,2009,outpatient,23,Other non-epithelial cancer of skin,876,858,337070.0,,
primary_diagnosis_ccs,2009,outpatient,87,Retinal detachments; defects; vascular occlusion; and retinopathy,526,514,335890.0,,
primary_diagnosis_ccs,2009,outpatient,14,Cancer of colon,895,827,335740.0,,
primary_diagnosis_ccs,2009,outpatient,206,Osteoporosis,1660,1606,334960.0,,
primary_diagnosis_ccs,2009,outpatient,231,Other fractures,847,838,334550.0,,
primary_diagnosis_ccs,2009,outpatient,42,Secondary malignancies,494,473,329710.0,,
primary_diagnosis_ccs,2009,outpatient,58,Other nutritional; endocrine; and metabolic disorders,1812,1740,327430.0,,
primary_diagnosis_ccs,2009,outpatient,91,Other eye disorders,683,672,325210.0,,
primary_diagnosis_ccs,2009,outpatient,55,Fluid and electrolyte disorders,1886,1839,324770.0,,
primary_diagnosis_ccs,2009,outpatient,238,Complications of surgical procedures or medical care,953,909,318860.0,,
primary_diagnosis_ccs,2009,outpatient,32,Cancer of bladder,565,546,304340.0,,
primary_diagnosis_ccs,2009,outpatient,164,Hyperplasia of prostate,830,825,296710.0,,
primary_diagnosis_ccs,2009,outpatient,146,Diverticulosis and diverticulitis,748,745,293540.0,,
primary_diagnosis_ccs,2009,outpatient,197,Skin and subcutaneous tissue infections,1915,1848,291150.0,,
primary_diagnosis_ccs,2009,outpatient,126,Other upper respiratory infections,2433,2357,285220.0,,
primary_diagnosis_ccs,2009,outpatient,134,Other upper respiratory disease,1372,1346,283190.0,,
primary_diagnosis_ccs,2009,outpatient,39,Leukemias,677,630,278450.0,,
primary_diagnosis_ccs,2009,outpatient,140,Gastritis and duodenitis,657,654,269140.0,,
primary_diagnosis_ccs,2009,outpatient,235,Open wounds of head; neck; and trunk,842,830,260940.0,,
primary_diagnosis_ccs,2009,outpatient,161,Other diseases of kidney and ureters,1106,1091,255250.0,,
primary_diagnosis_ccs,2009,outpatient,153,Gastrointestinal hemorrhage,833,824,253940.0,,
primary_diagnosis_ccs,2009,outpatient,151,Other liver diseases,1234,1200,246800.0,,
primary_diagnosis_ccs,2009,outpatient,236,Open wounds of extremities,1334,1304,245880.0,,
primary_diagnosis_ccs,2009,outpatient,112,Transient cerebral ischemia,557,547,239460.0,,
primary_diagnosis_ccs,2009,outpatient,250,Nausea and vomiting,848,838,237090.0,,
primary_diagnosis_ccs,2009,outpatient,200,Other skin disorders,1929,1879,234700.0,,
primary_diagnosis_ccs,2009,outpatient,230,Fracture of lower limb,671,656,232080.0,,
primary_diagnosis_ccs,2009,outpatient,115,Aortic; peripheral; and visceral artery aneurysms,676,668,225820.0,,
primary_diagnosis_ccs,2009,outpatient,11,Cancer of head and neck,458,435,217330.0,,
primary_diagnosis_ccs,2009,outpatient,208,Acquired foot deformities,237,236,216050.0,,
primary_diagnosis_ccs,2009,outpatient,110,Occlusion or stenosis of precerebral arteries,742,733,215180.0,,
primary_diagnosis_ccs,2009,outpatient,83,Epilepsy; convulsions,1210,1147,204580.0,,
primary_diagnosis_ccs,2009,outpatient,175,Other female genital disorders,587,579,202410.0,,
primary_diagnosis_ccs,2009,outpatient,128,Asthma,897,871,188720.0,,
primary_diagnosis_ccs,2009,outpatient,40,Multiple myeloma,482,441,182650.0,,
primary_diagnosis_ccs,2009,outpatient,207,Pathological fracture,155,152,178170.0,,
primary_diagnosis_ccs,2009,outpatient,10,Immunizations and screening for infectious disease,3802,3635,175600.0,,
primary_diagnosis_ccs,2009,outpatient,212,Other bone disease and musculoskeletal deformities,1191,1177,167770.0,,
primary_diagnosis_ccs,2009,outpatient,80,Multiple sclerosis,359,343,166200.0,,
primary_diagnosis_ccs,2009,outpatient,15,Cancer of rectum and anus,398,378,166030.0,,
primary_diagnosis_ccs,2009,outpatient,162,Other diseases of bladder and urethra,342,338,165550.0,,
primary_diagnosis_ccs,2009,outpatient,100,Acute myocardial infarction,269,262,164060.0,,
primary_diagnosis_ccs,2009,outpatient,57,Immunity disorders,145,140,163810.0,,
primary_diagnosis_ccs,2009,outpatient,121,Other diseases of veins and lymphatics,661,645,162820.0,,
primary_diagnosis_ccs,2009,outpatient,51,Other endocrine disorders,691,673,157310.0,,
primary_diagnosis_ccs,2009,outpatient,79,Parkinson`s disease,433,420,152060.0,,
primary_diagnosis_ccs,2009,outpatient,154,Noninfectious gastroenteritis,472,468,150910.0,,
primary_diagnosis_ccs,2009,outpatient,144,Regional enteritis and ulcerative colitis,251,245,147890.0,,
primary_diagnosis_ccs,2009,outpatient,233,Intracranial injury,281,279,147250.0,,
primary_diagnosis_ccs,2009,outpatient,226,Fracture of neck of femur (hip),337,329,145130.0,,
primary_diagnosis_ccs,2009,outpatient,118,Phlebitis; thrombophlebitis and thromboembolism,1664,1572,138140.0,,
primary_diagnosis_ccs,2009,outpatient,27,Cancer of ovary,379,349,137650.0,,
primary_diagnosis_ccs,2009,outpatient,125,Acute bronchitis,1165,1152,135840.0,,
primary_diagnosis_ccs,2009,outpatient,17,Cancer of pancreas,247,230,133590.0,,
primary_diagnosis_ccs,2009,outpatient,25,Cancer of uterus,267,244,123110.0,,
primary_diagnosis_ccs,2009,outpatient,94,Other ear and sense organ disorders,957,945,120040.0,,
primary_diagnosis_ccs,2009,outpatient,2,Septicemia (except in labor),211,210,118510.0,,
primary_diagnosis_ccs,2009,outpatient,62,Coagulation and hemorrhagic disorders,1091,1038,117720.0,,
primary_diagnosis_ccs,2009,outpatient,130,Pleurisy; pneumothorax; pulmonary collapse,528,518,116170.0,,
primary_diagnosis_ccs,2009,outpatient,157,Acute and unspecified renal failure,526,514,114100.0,,
primary_diagnosis_ccs,2009,outpatient,651,Anxiety disorders,804,772,113750.0,,
primary_diagnosis_ccs,2009,outpatient,81,Other hereditary and degenerative nervous system conditions,419,410,106050.0,,
primary_diagnosis_ccs,2009,outpatient,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),369,344,103850.0,,
primary_diagnosis_ccs,2009,outpatient,22,Melanomas of skin,233,221,102820.0,,
primary_diagnosis_ccs,2009,outpatient,170,Prolapse of female genital organs,221,217,102510.0,,
primary_diagnosis_ccs,2009,outpatient,5,HIV infection,535,432,98800.0,,
primary_diagnosis_ccs,2009,outpatient,88,Glaucoma,523,504,97900.0,,
primary_diagnosis_ccs,2009,outpatient,119,Varicose veins of lower extremity,330,317,97510.0,,
primary_diagnosis_ccs,2009,outpatient,63,Diseases of white blood cells,346,337,96900.0,,
primary_diagnosis_ccs,2009,outpatient,152,Pancreatic disorders (not diabetes),253,252,96070.0,,
primary_diagnosis_ccs,2009,outpatient,135,Intestinal infection,189,189,93320.0,,
primary_diagnosis_ccs,2009,outpatient,209,Other acquired deformities,236,235,91600.0,,
primary_diagnosis_ccs,2009,outpatient,145,Intestinal obstruction without hernia,160,158,90130.0,,
primary_diagnosis_ccs,2009,outpatient,103,Pulmonary heart disease,718,683,89970.0,,
primary_diagnosis_ccs,2009,outpatient,85,Coma; stupor; and brain damage,177,175,89560.0,,
primary_diagnosis_ccs,2009,outpatient,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),379,366,87890.0,,
primary_diagnosis_ccs,2009,outpatient,33,Cancer of kidney and renal pelvis,304,287,87720.0,,
primary_diagnosis_ccs,2009,outpatient,166,Other male genital disorders,352,349,86960.0,,
primary_diagnosis_ccs,2009,outpatient,41,Cancer; other and unspecified primary,214,212,86240.0,,
primary_diagnosis_ccs,2009,outpatient,660,Alcohol-related disorders,284,270,84740.0,,
primary_diagnosis_ccs,2009,outpatient,131,Respiratory failure; insufficiency; arrest (adult),144,139,84140.0,,
primary_diagnosis_ccs,2009,outpatient,147,Anal and rectal conditions,205,205,83650.0,,
primary_diagnosis_ccs,2009,outpatient,246,Fever of unknown origin,414,409,83520.0,,
primary_diagnosis_ccs,2009,outpatient,173,Menopausal disorders,536,533,82530.0,,
primary_diagnosis_ccs,2009,outpatient,120,Hemorrhoids,237,237,82130.0,,
primary_diagnosis_ccs,2009,outpatient,253,Allergic reactions,847,821,79380.0,,
primary_diagnosis_ccs,2009,outpatient,198,Other inflammatory condition of skin,417,399,79030.0,,
primary_diagnosis_ccs,2009,outpatient,107,Cardiac arrest and ventricular fibrillation,161,159,78600.0,,
primary_diagnosis_ccs,2009,outpatient,12,Cancer of esophagus,172,167,75840.0,,
primary_diagnosis_ccs,2009,outpatient,35,Cancer of brain and nervous system,130,124,74950.0,,
primary_diagnosis_ccs,2009,outpatient,104,Other and ill-defined heart disease,403,398,71120.0,,
primary_diagnosis_ccs,2009,outpatient,7,Viral infection,503,490,69830.0,,
primary_diagnosis_ccs,2009,outpatient,141,Other disorders of stomach and duodenum,253,253,69810.0,,
primary_diagnosis_ccs,2009,outpatient,89,Blindness and vision defects,295,294,69680.0,,
primary_diagnosis_ccs,2009,outpatient,16,Cancer of liver and intrahepatic bile duct,140,136,68500.0,,
primary_diagnosis_ccs,2009,outpatient,136,Disorders of teeth and jaw,411,406,67990.0,,
primary_diagnosis_ccs,2009,outpatient,247,Lymphadenitis,187,185,66820.0,,
primary_diagnosis_ccs,2009,outpatient,661,Substance-related disorders,221,207,64780.0,,
primary_diagnosis_ccs,2009,outpatient,36,Cancer of thyroid,130,128,63760.0,,
primary_diagnosis_ccs,2009,outpatient,82,Paralysis,199,186,60860.0,,
primary_diagnosis_ccs,2009,outpatient,43,Malignant neoplasm without specification of site,135,129,60410.0,,
primary_diagnosis_ccs,2009,outpatient,52,Nutritional deficiencies,911,896,59730.0,,
primary_diagnosis_ccs,2009,outpatient,21,Cancer of bone and connective tissue,135,132,57600.0,,
primary_diagnosis_ccs,2009,outpatient,54,Gout and other crystal arthropathies,498,494,56320.0,,
primary_diagnosis_ccs,2009,outpatient,18,Cancer of other GI organs; peritoneum,129,121,54310.0,,
primary_diagnosis_ccs,2009,outpatient,6,Hepatitis,412,403,54150.0,,
